measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,6,China,1,Male,24,15-49 years,429,Breast cancer,1,Number,1990,180.99048596872927,246.65165290606484,108.87414166130786
1,Deaths,6,China,2,Female,24,15-49 years,429,Breast cancer,1,Number,1990,13566.945890224002,16802.55423858072,10747.378852391752
1,Deaths,6,China,3,Both,24,15-49 years,429,Breast cancer,1,Number,1990,13747.93637619273,16954.946235197327,10931.74375200034
1,Deaths,6,China,1,Male,24,15-49 years,429,Breast cancer,2,Percent,1990,0.0002322912654269617,0.0003058937661524139,0.00013328193272170707
1,Deaths,6,China,2,Female,24,15-49 years,429,Breast cancer,2,Percent,1990,0.030114986660159878,0.033912558419882464,0.02762593844551909
1,Deaths,6,China,3,Both,24,15-49 years,429,Breast cancer,2,Percent,1990,0.011179426313214719,0.013248324421923826,0.009121241163216326
1,Deaths,6,China,1,Male,24,15-49 years,429,Breast cancer,3,Rate,1990,0.052515555608228,0.07156756624371828,0.0315905336687165
1,Deaths,6,China,2,Female,24,15-49 years,429,Breast cancer,3,Rate,1990,4.2105837140348505,5.214774334888068,3.335514030246946
1,Deaths,6,China,3,Both,24,15-49 years,429,Breast cancer,3,Rate,1990,2.061616588255737,2.5425341996779762,1.6393052485107702
1,Deaths,6,China,1,Male,25,50-69 years,429,Breast cancer,1,Number,1990,504.5421826455357,699.5784295305788,349.6091375817102
1,Deaths,6,China,2,Female,25,50-69 years,429,Breast cancer,1,Number,1990,19121.02236152066,23590.85784920526,15539.79861391952
1,Deaths,6,China,3,Both,25,50-69 years,429,Breast cancer,1,Number,1990,19625.564544166198,24126.58568564966,16009.64425282282
1,Deaths,6,China,1,Male,25,50-69 years,429,Breast cancer,2,Percent,1990,0.00033339669543059594,0.0004211654486972541,0.000232939161313555
1,Deaths,6,China,2,Female,25,50-69 years,429,Breast cancer,2,Percent,1990,0.01906579162057524,0.02167714353064735,0.017321139491983984
1,Deaths,6,China,3,Both,25,50-69 years,429,Breast cancer,2,Percent,1990,0.007808846221885682,0.009360800545585845,0.006343125955212908
1,Deaths,6,China,1,Male,25,50-69 years,429,Breast cancer,3,Rate,1990,0.6338799505950997,0.8789131129196068,0.4392303170686152
1,Deaths,6,China,2,Female,25,50-69 years,429,Breast cancer,3,Rate,1990,25.80316669913083,31.83505704608839,20.970427549565322
1,Deaths,6,China,3,Both,25,50-69 years,429,Breast cancer,3,Rate,1990,12.768809415141268,15.697269434713427,10.416214820646891
1,Deaths,6,China,1,Male,26,70+ years,429,Breast cancer,1,Number,1990,175.26547352639062,250.26676534721122,127.52923932171191
1,Deaths,6,China,2,Female,26,70+ years,429,Breast cancer,1,Number,1990,7668.941622135233,9014.0639223678,6369.790011108926
1,Deaths,6,China,3,Both,26,70+ years,429,Breast cancer,1,Number,1990,7844.207095661632,9200.274558685453,6520.852940562795
1,Deaths,6,China,1,Male,26,70+ years,429,Breast cancer,2,Percent,1990,0.00010956591083389942,0.0001538667863048146,8.102888058355616e-05
1,Deaths,6,China,2,Female,26,70+ years,429,Breast cancer,2,Percent,1990,0.004472459187059388,0.005040930431169767,0.004023566013071085
1,Deaths,6,China,3,Both,26,70+ years,429,Breast cancer,2,Percent,1990,0.0023673368110225133,0.0027089303003169944,0.0020493207108535816
1,Deaths,6,China,1,Male,26,70+ years,429,Breast cancer,3,Rate,1990,1.0752434781888098,1.5353720378159879,0.7823844599855156
1,Deaths,6,China,2,Female,26,70+ years,429,Breast cancer,3,Rate,1990,36.123866820104084,42.45994567225009,30.004328807142745
1,Deaths,6,China,3,Both,26,70+ years,429,Breast cancer,3,Rate,1990,20.901363348479315,24.514686967304655,17.375206313469572
1,Deaths,44586,G20,1,Male,24,15-49 years,429,Breast cancer,1,Number,1990,420.6937656392861,512.8582021840955,314.78426569003676
1,Deaths,44586,G20,2,Female,24,15-49 years,429,Breast cancer,1,Number,1990,57119.74431286612,61423.51299009085,53485.70105205951
1,Deaths,44586,G20,3,Both,24,15-49 years,429,Breast cancer,1,Number,1990,57540.438078505365,61871.809339411244,53964.113653785076
1,Deaths,44586,G20,1,Male,24,15-49 years,429,Breast cancer,2,Percent,1990,0.00015461300564998114,0.00018548952304725384,0.00011318755447849578
1,Deaths,44586,G20,2,Female,24,15-49 years,429,Breast cancer,2,Percent,1990,0.034714940665346534,0.03664685622439234,0.03308327864952415
1,Deaths,44586,G20,3,Both,24,15-49 years,429,Breast cancer,2,Percent,1990,0.013179678486607676,0.014067760432017051,0.01234495313347751
1,Deaths,44586,G20,1,Male,24,15-49 years,429,Breast cancer,3,Rate,1990,0.04257560096377694,0.051902946871602025,0.031857209163365326
1,Deaths,44586,G20,2,Female,24,15-49 years,429,Breast cancer,3,Rate,1990,6.030608391216461,6.484993189519552,5.6469320977333375
1,Deaths,44586,G20,3,Both,24,15-49 years,429,Breast cancer,3,Rate,1990,2.973245238366338,3.197057037635483,2.788448425520642
1,Deaths,44586,G20,1,Male,25,50-69 years,429,Breast cancer,1,Number,1990,1581.823870136895,1841.6125998222724,1325.8176578155915
1,Deaths,44586,G20,2,Female,25,50-69 years,429,Breast cancer,1,Number,1990,121367.62814249484,128561.77670255542,114852.6811047126
1,Deaths,44586,G20,3,Both,25,50-69 years,429,Breast cancer,1,Number,1990,122949.45201263185,130082.18715371912,116486.53379842751
1,Deaths,44586,G20,1,Male,25,50-69 years,429,Breast cancer,2,Percent,1990,0.0003228233440638831,0.0003662084417169506,0.0002689279480991038
1,Deaths,44586,G20,2,Female,25,50-69 years,429,Breast cancer,2,Percent,1990,0.03851198012339309,0.04072486239046123,0.03650171969115435
1,Deaths,44586,G20,3,Both,25,50-69 years,429,Breast cancer,2,Percent,1990,0.01527210417909184,0.016170847171289294,0.01444229963494602
1,Deaths,44586,G20,1,Male,25,50-69 years,429,Breast cancer,3,Rate,1990,0.6176117038145108,0.7190443367402655,0.5176559274706015
1,Deaths,44586,G20,2,Female,25,50-69 years,429,Breast cancer,3,Rate,1990,46.134739401240886,48.86940740218863,43.65825215005982
1,Deaths,44586,G20,3,Both,25,50-69 years,429,Breast cancer,3,Rate,1990,23.68094112061158,25.054756767123358,22.436136990193994
1,Deaths,44586,G20,1,Male,26,70+ years,429,Breast cancer,1,Number,1990,1042.3507153460212,1162.3660996030392,918.7322017304301
1,Deaths,44586,G20,2,Female,26,70+ years,429,Breast cancer,1,Number,1990,96848.09186878218,102073.99008170639,86989.9165928359
1,Deaths,44586,G20,3,Both,26,70+ years,429,Breast cancer,1,Number,1990,97890.4425841282,103115.42873736935,88059.36337466816
1,Deaths,44586,G20,1,Male,26,70+ years,429,Breast cancer,2,Percent,1990,0.0001882172401006729,0.00020840865800922232,0.00016616823682340698
1,Deaths,44586,G20,2,Female,26,70+ years,429,Breast cancer,2,Percent,1990,0.01468264114493431,0.015516939737023366,0.013333549511866761
1,Deaths,44586,G20,3,Both,26,70+ years,429,Breast cancer,2,Percent,1990,0.008066912190171676,0.008520283416032658,0.007276405185087535
1,Deaths,44586,G20,1,Male,26,70+ years,429,Breast cancer,3,Rate,1990,1.6421079895287412,1.8311789216567902,1.4473607265651014
1,Deaths,44586,G20,2,Female,26,70+ years,429,Breast cancer,3,Rate,1990,101.61433268544933,107.09741603114773,91.2710013628385
1,Deaths,44586,G20,3,Both,26,70+ years,429,Breast cancer,3,Rate,1990,61.64934486007273,64.93993140506089,55.457937644707236
1,Deaths,6,China,1,Male,24,15-49 years,429,Breast cancer,1,Number,1991,183.31834832726526,253.07583576065682,108.48574015145397
1,Deaths,6,China,2,Female,24,15-49 years,429,Breast cancer,1,Number,1991,14056.69061452894,17447.324272004003,11632.084967762854
1,Deaths,6,China,3,Both,24,15-49 years,429,Breast cancer,1,Number,1991,14240.008962856235,17612.607287127692,11807.384667491246
1,Deaths,6,China,1,Male,24,15-49 years,429,Breast cancer,2,Percent,1991,0.0002320971676218397,0.000302701541450944,0.0001348018527512684
1,Deaths,6,China,2,Female,24,15-49 years,429,Breast cancer,2,Percent,1991,0.03120122534614456,0.03459454397577689,0.028823635243779115
1,Deaths,6,China,3,Both,24,15-49 years,429,Breast cancer,2,Percent,1991,0.0114871965896195,0.013518199462465606,0.009702002043979311
1,Deaths,6,China,1,Male,24,15-49 years,429,Breast cancer,3,Rate,1991,0.05235048551625455,0.07227123196010038,0.03098042951150761
1,Deaths,6,China,2,Female,24,15-49 years,429,Breast cancer,3,Rate,1991,4.29922260851699,5.33624400118736,3.5576597685025217
1,Deaths,6,China,3,Both,24,15-49 years,429,Breast cancer,3,Rate,1991,2.102982540632405,2.6010521282997456,1.7437295068446632
1,Deaths,6,China,1,Male,25,50-69 years,429,Breast cancer,1,Number,1991,505.83978419187974,710.9944532019736,354.3095061834434
1,Deaths,6,China,2,Female,25,50-69 years,429,Breast cancer,1,Number,1991,19460.56308539085,24170.198666074484,16411.13758645604
1,Deaths,6,China,3,Both,25,50-69 years,429,Breast cancer,1,Number,1991,19966.402869582733,24676.34473431783,16922.16201484323
1,Deaths,6,China,1,Male,25,50-69 years,429,Breast cancer,2,Percent,1991,0.00033161824170934166,0.0004165372965789113,0.0002348473493752674
1,Deaths,6,China,2,Female,25,50-69 years,429,Breast cancer,2,Percent,1991,0.019473752630828595,0.021962888799048848,0.017949006367375165
1,Deaths,6,China,3,Both,25,50-69 years,429,Breast cancer,2,Percent,1991,0.00792100315272803,0.009353864723899326,0.00673415584750726
1,Deaths,6,China,1,Male,25,50-69 years,429,Breast cancer,3,Rate,1991,0.6243007360542169,0.8774999008304244,0.43728408166769245
